id,class,path,fold
30433,6,train/frog/2788.png,0
29130,5,train/horse/4634.png,4
21582,4,train/ship/1178.png,1
42550,8,train/dog/1530.png,2
43020,8,train/dog/4846.png,3
3540,0,train/airplane/4608.png,3
16683,3,train/deer/2176.png,1
43551,8,train/dog/4356.png,3
16474,3,train/deer/3699.png,1
21747,4,train/ship/2837.png,1
37337,7,train/bird/0197.png,2
11935,2,train/truck/3716.png,1
22257,4,train/ship/1902.png,2
2979,0,train/airplane/1455.png,2
45233,9,train/automobile/0450.png,0
39852,7,train/bird/3728.png,4
48679,9,train/automobile/0987.png,3
6643,1,train/cat/2822.png,1
17497,3,train/deer/3772.png,2
7907,1,train/cat/4461.png,2
9327,1,train/cat/2827.png,4
34487,6,train/frog/4777.png,4
11263,2,train/truck/4600.png,1
8634,1,train/cat/4615.png,3
14652,2,train/truck/1883.png,4
1369,0,train/airplane/2221.png,1
516,0,train/airplane/3283.png,0
29767,5,train/horse/4130.png,4
6865,1,train/cat/4438.png,1
48169,9,train/automobile/2398.png,3
14128,2,train/truck/0681.png,4
2454,0,train/airplane/1980.png,2
35528,7,train/bird/1860.png,0
43871,8,train/dog/3350.png,3
22018,4,train/ship/4357.png,2
41309,8,train/dog/1199.png,1
32524,6,train/frog/2376.png,2
4927,0,train/airplane/3869.png,4
40029,8,train/dog/0125.png,0
28164,5,train/horse/0745.png,3
42422,8,train/dog/4646.png,2
23824,4,train/ship/4145.png,3
38453,7,train/bird/1252.png,3
33222,6,train/frog/4950.png,3
39635,7,train/bird/0245.png,4
8197,1,train/cat/0564.png,3
45607,9,train/automobile/3002.png,0
25046,5,train/horse/3211.png,0
38768,7,train/bird/1071.png,3
38001,7,train/bird/0766.png,3
37842,7,train/bird/3081.png,2
46689,9,train/automobile/1166.png,1
13958,2,train/truck/0483.png,3
33588,6,train/frog/1195.png,3
3449,0,train/airplane/3920.png,3
46786,9,train/automobile/2613.png,1
18540,3,train/deer/4608.png,3
27238,5,train/horse/4374.png,2
43012,8,train/dog/0068.png,3
40001,8,train/dog/0571.png,0
31712,6,train/frog/2136.png,1
49784,9,train/automobile/2363.png,4
9979,1,train/cat/4955.png,4
45602,9,train/automobile/2058.png,0
4763,0,train/airplane/4420.png,4
27683,5,train/horse/4681.png,2
35021,7,train/bird/1243.png,0
35145,7,train/bird/1379.png,0
49795,9,train/automobile/1731.png,4
3246,0,train/airplane/4860.png,3
646,0,train/airplane/2371.png,0
12534,2,train/truck/4168.png,2
23085,4,train/ship/4427.png,3
38013,7,train/bird/0290.png,3
31626,6,train/frog/0838.png,1
44691,8,train/dog/3406.png,4
29831,5,train/horse/2256.png,4
44134,8,train/dog/4918.png,4
48658,9,train/automobile/0625.png,3
18706,3,train/deer/1002.png,3
23445,4,train/ship/2392.png,3
48244,9,train/automobile/3792.png,3
47262,9,train/automobile/1960.png,2
29627,5,train/horse/2232.png,4
37418,7,train/bird/0668.png,2
49004,9,train/automobile/4354.png,4
29783,5,train/horse/0382.png,4
17470,3,train/deer/1385.png,2
24364,4,train/ship/0667.png,4
40265,8,train/dog/1976.png,0
33124,6,train/frog/4209.png,3
3270,0,train/airplane/4014.png,3
32421,6,train/frog/0740.png,2
39025,7,train/bird/0706.png,4
40232,8,train/dog/0525.png,0
38581,7,train/bird/2450.png,3
36658,7,train/bird/1908.png,1
3377,0,train/airplane/4810.png,3
18685,3,train/deer/2780.png,3
43934,8,train/dog/0964.png,3
41516,8,train/dog/0395.png,1
25374,5,train/horse/4957.png,0
27369,5,train/horse/3654.png,2
35520,7,train/bird/3341.png,0
33720,6,train/frog/4569.png,3
6614,1,train/cat/3858.png,1
32789,6,train/frog/1187.png,2
39282,7,train/bird/1863.png,4
137,0,train/airplane/3019.png,0
25035,5,train/horse/4936.png,0
22073,4,train/ship/2844.png,2
26540,5,train/horse/1524.png,1
44777,8,train/dog/1325.png,4
45880,9,train/automobile/4416.png,0
6026,1,train/cat/3412.png,1
22391,4,train/ship/3648.png,2
9703,1,train/cat/2625.png,4
17232,3,train/deer/4802.png,2
16619,3,train/deer/2521.png,1
26293,5,train/horse/2497.png,1
36239,7,train/bird/4409.png,1
14368,2,train/truck/4834.png,4
28225,5,train/horse/3474.png,3
9933,1,train/cat/1319.png,4
11366,2,train/truck/0519.png,1
39401,7,train/bird/3602.png,4
24357,4,train/ship/4051.png,4
44794,8,train/dog/4596.png,4
6521,1,train/cat/3082.png,1
790,0,train/airplane/3267.png,0
26668,5,train/horse/4865.png,1
11845,2,train/truck/1778.png,1
37966,7,train/bird/3432.png,2
1639,0,train/airplane/2916.png,1
6066,1,train/cat/3526.png,1
23521,4,train/ship/4377.png,3
13646,2,train/truck/3121.png,3
40110,8,train/dog/1171.png,0
44192,8,train/dog/4877.png,4
38499,7,train/bird/4648.png,3
17870,3,train/deer/1287.png,2
7362,1,train/cat/1818.png,2
19700,3,train/deer/3484.png,4
18595,3,train/deer/2322.png,3
37263,7,train/bird/2077.png,2
26221,5,train/horse/4996.png,1
10467,2,train/truck/0015.png,0
13984,2,train/truck/3356.png,3
25333,5,train/horse/2855.png,0
10382,2,train/truck/2535.png,0
47654,9,train/automobile/2680.png,2
25115,5,train/horse/1547.png,0
33283,6,train/frog/3065.png,3
43677,8,train/dog/0959.png,3
12782,2,train/truck/3850.png,2
31801,6,train/frog/1478.png,1
39776,7,train/bird/0796.png,4
3585,0,train/airplane/1188.png,3
28322,5,train/horse/0767.png,3
11977,2,train/truck/3393.png,1
21264,4,train/ship/3641.png,1
46225,9,train/automobile/3976.png,1
6344,1,train/cat/3413.png,1
1905,0,train/airplane/2525.png,1
41339,8,train/dog/0269.png,1
3894,0,train/airplane/2758.png,3
1055,0,train/airplane/0047.png,1
931,0,train/airplane/1523.png,0
25175,5,train/horse/0676.png,0
9874,1,train/cat/2279.png,4
19613,3,train/deer/1580.png,4
21445,4,train/ship/4109.png,1
48530,9,train/automobile/0491.png,3
39569,7,train/bird/3734.png,4
18499,3,train/deer/4648.png,3
8006,1,train/cat/3863.png,3
19055,3,train/deer/0558.png,4
2960,0,train/airplane/2027.png,2
17951,3,train/deer/4281.png,2
15799,3,train/deer/0254.png,0
360,0,train/airplane/3796.png,0
35362,7,train/bird/1431.png,0
5379,1,train/cat/3968.png,0
44440,8,train/dog/4558.png,4
9548,1,train/cat/4719.png,4
5133,1,train/cat/0800.png,0
40081,8,train/dog/2337.png,0
43709,8,train/dog/0198.png,3
39564,7,train/bird/0899.png,4
2744,0,train/airplane/3501.png,2
38229,7,train/bird/4836.png,3
42375,8,train/dog/4830.png,2
44453,8,train/dog/1762.png,4
42860,8,train/dog/0889.png,2
37638,7,train/bird/4828.png,2
31543,6,train/frog/4647.png,1
28101,5,train/horse/1232.png,3
20921,4,train/ship/0061.png,0
19804,3,train/deer/3656.png,4
13222,2,train/truck/4950.png,3
21402,4,train/ship/0039.png,1
47639,9,train/automobile/3762.png,2
12216,2,train/truck/2358.png,2
30656,6,train/frog/3889.png,0
35222,7,train/bird/0717.png,0
35578,7,train/bird/3890.png,0
16337,3,train/deer/2910.png,1
32874,6,train/frog/1721.png,2
48566,9,train/automobile/0555.png,3
44822,8,train/dog/3347.png,4
29839,5,train/horse/3376.png,4
22599,4,train/ship/0474.png,2
6530,1,train/cat/2428.png,1
17333,3,train/deer/3301.png,2
31912,6,train/frog/1182.png,1
46569,9,train/automobile/3853.png,1
35652,7,train/bird/2997.png,0
26163,5,train/horse/0460.png,1
39110,7,train/bird/4939.png,4
6027,1,train/cat/2835.png,1
5760,1,train/cat/3500.png,0
14765,2,train/truck/2953.png,4
3023,0,train/airplane/1832.png,3
7288,1,train/cat/1733.png,2
11494,2,train/truck/4632.png,1
22982,4,train/ship/0981.png,2
27693,5,train/horse/2047.png,2
36523,7,train/bird/4381.png,1
32438,6,train/frog/0532.png,2
1183,0,train/airplane/3374.png,1
49301,9,train/automobile/3067.png,4
23904,4,train/ship/3957.png,3
24154,4,train/ship/3611.png,4
27375,5,train/horse/4830.png,2
27770,5,train/horse/0221.png,2
9335,1,train/cat/1147.png,4
38664,7,train/bird/3979.png,3
49647,9,train/automobile/0207.png,4
30810,6,train/frog/4988.png,0
289,0,train/airplane/0429.png,0
18714,3,train/deer/1994.png,3
27285,5,train/horse/4055.png,2
47902,9,train/automobile/2200.png,2
19868,3,train/deer/0572.png,4
15628,3,train/deer/3581.png,0
23735,4,train/ship/0830.png,3
13941,2,train/truck/0727.png,3
3858,0,train/airplane/0613.png,3
29547,5,train/horse/3478.png,4
6214,1,train/cat/3770.png,1
31449,6,train/frog/0071.png,1
6453,1,train/cat/3145.png,1
254,0,train/airplane/3070.png,0
13743,2,train/truck/4334.png,3
5980,1,train/cat/3453.png,0
22039,4,train/ship/4813.png,2
19513,3,train/deer/3281.png,4
26982,5,train/horse/2013.png,1
3165,0,train/airplane/4782.png,3
40589,8,train/dog/3823.png,0
27071,5,train/horse/3523.png,2
41742,8,train/dog/0411.png,1
33276,6,train/frog/4345.png,3
26725,5,train/horse/1136.png,1
48726,9,train/automobile/1865.png,3
19345,3,train/deer/4282.png,4
10824,2,train/truck/3603.png,0
32267,6,train/frog/2655.png,2
34570,6,train/frog/4302.png,4
43162,8,train/dog/2644.png,3
29125,5,train/horse/4104.png,4
49383,9,train/automobile/0747.png,4
19481,3,train/deer/0270.png,4
12510,2,train/truck/4935.png,2
44368,8,train/dog/4834.png,4
13450,2,train/truck/0721.png,3
1760,0,train/airplane/2069.png,1
31155,6,train/frog/2829.png,1
25747,5,train/horse/4623.png,0
42054,8,train/dog/2833.png,2
32484,6,train/frog/1595.png,2
10480,2,train/truck/2393.png,0
38188,7,train/bird/4301.png,3
45020,9,train/automobile/4251.png,0
47940,9,train/automobile/3726.png,2
27184,5,train/horse/0151.png,2
30892,6,train/frog/1738.png,0
32397,6,train/frog/4047.png,2
1616,0,train/airplane/3382.png,1
39431,7,train/bird/0053.png,4
45062,9,train/automobile/4861.png,0
34087,6,train/frog/4651.png,4
48251,9,train/automobile/4340.png,3
18245,3,train/deer/3205.png,3
35771,7,train/bird/2579.png,0
42200,8,train/dog/2095.png,2
6499,1,train/cat/2024.png,1
16035,3,train/deer/2967.png,1
5633,1,train/cat/2737.png,0
48877,9,train/automobile/3807.png,3
46354,9,train/automobile/4085.png,1
5276,1,train/cat/1990.png,0
49282,9,train/automobile/1863.png,4
31205,6,train/frog/2418.png,1
8038,1,train/cat/0719.png,3
2138,0,train/airplane/1822.png,2
5735,1,train/cat/3746.png,0
49622,9,train/automobile/4500.png,4
36373,7,train/bird/4296.png,1
22621,4,train/ship/3398.png,2
46777,9,train/automobile/4331.png,1
31231,6,train/frog/0212.png,1
23655,4,train/ship/2839.png,3
37471,7,train/bird/0122.png,2
40018,8,train/dog/4993.png,0
1504,0,train/airplane/3318.png,1
43052,8,train/dog/1670.png,3
37875,7,train/bird/4284.png,2
33941,6,train/frog/0727.png,3
23980,4,train/ship/3235.png,3
12143,2,train/truck/1102.png,2
17581,3,train/deer/3000.png,2
6365,1,train/cat/4746.png,1
4040,0,train/airplane/4422.png,4
8859,1,train/cat/1208.png,3
21209,4,train/ship/0928.png,1
48754,9,train/automobile/4241.png,3
30427,6,train/frog/3720.png,0
22516,4,train/ship/3181.png,2
18697,3,train/deer/4469.png,3
17979,3,train/deer/1455.png,2
18777,3,train/deer/0794.png,3
48050,9,train/automobile/1841.png,3
35506,7,train/bird/0520.png,0
46381,9,train/automobile/0707.png,1
35979,7,train/bird/2898.png,0
38266,7,train/bird/0671.png,3
36516,7,train/bird/0395.png,1
10080,2,train/truck/2672.png,0
47180,9,train/automobile/0087.png,2
40224,8,train/dog/4436.png,0
26173,5,train/horse/3619.png,1
17535,3,train/deer/1874.png,2
5886,1,train/cat/1726.png,0
44980,8,train/dog/0689.png,4
12642,2,train/truck/0521.png,2
37123,7,train/bird/0378.png,2
37219,7,train/bird/4456.png,2
18516,3,train/deer/3585.png,3
29884,5,train/horse/3722.png,4
46150,9,train/automobile/0638.png,1
16060,3,train/deer/3973.png,1
18235,3,train/deer/2338.png,3
33657,6,train/frog/2638.png,3
49683,9,train/automobile/1231.png,4
32265,6,train/frog/1096.png,2
36599,7,train/bird/3593.png,1
48529,9,train/automobile/3900.png,3
19334,3,train/deer/3190.png,4
9404,1,train/cat/4937.png,4
36038,7,train/bird/2742.png,1
7550,1,train/cat/1530.png,2
31985,6,train/frog/4559.png,1
36583,7,train/bird/3377.png,1
48818,9,train/automobile/4552.png,3
19134,3,train/deer/4918.png,4
3803,0,train/airplane/4031.png,3
32597,6,train/frog/2108.png,2
27276,5,train/horse/2327.png,2
46058,9,train/automobile/2907.png,1
11079,2,train/truck/4084.png,1
163,0,train/airplane/3306.png,0
9814,1,train/cat/0887.png,4
9038,1,train/cat/4064.png,4
23061,4,train/ship/1868.png,3
12381,2,train/truck/4582.png,2
24007,4,train/ship/4256.png,4
47472,9,train/automobile/3060.png,2
22667,4,train/ship/2873.png,2
46781,9,train/automobile/2088.png,1
20791,4,train/ship/0487.png,0
13112,2,train/truck/4775.png,3
11415,2,train/truck/2072.png,1
19747,3,train/deer/0238.png,4
4634,0,train/airplane/1415.png,4
12497,2,train/truck/3772.png,2
3507,0,train/airplane/4467.png,3
33031,6,train/frog/1023.png,3
40862,8,train/dog/2083.png,0
48854,9,train/automobile/4612.png,3
17394,3,train/deer/0636.png,2
28897,5,train/horse/2041.png,3
11394,2,train/truck/3553.png,1
17172,3,train/deer/4210.png,2
46507,9,train/automobile/3203.png,1
41241,8,train/dog/0888.png,1
32054,6,train/frog/2833.png,2
41769,8,train/dog/1617.png,1
14497,2,train/truck/4314.png,4
2587,0,train/airplane/0548.png,2
16409,3,train/deer/3635.png,1
25695,5,train/horse/4734.png,0
40305,8,train/dog/3926.png,0
35730,7,train/bird/0623.png,0
43513,8,train/dog/2932.png,3
28341,5,train/horse/0854.png,3
35336,7,train/bird/3022.png,0
19112,3,train/deer/2894.png,4
17054,3,train/deer/2833.png,2
625,0,train/airplane/2217.png,0
40692,8,train/dog/1903.png,0
11825,2,train/truck/1875.png,1
41059,8,train/dog/1666.png,1
47983,9,train/automobile/0313.png,2
46527,9,train/automobile/3616.png,1
9554,1,train/cat/4892.png,4
33895,6,train/frog/3212.png,3
41035,8,train/dog/2967.png,1
23038,4,train/ship/0719.png,3
45783,9,train/automobile/1010.png,0
3493,0,train/airplane/2685.png,3
36160,7,train/bird/3342.png,1
9290,1,train/cat/2409.png,4
44711,8,train/dog/3309.png,4
845,0,train/airplane/2042.png,0
45346,9,train/automobile/1562.png,0
31013,6,train/frog/1559.png,1
7813,1,train/cat/3969.png,2
32836,6,train/frog/2658.png,2
43896,8,train/dog/3099.png,3
33699,6,train/frog/4185.png,3
21905,4,train/ship/2525.png,1
15890,3,train/deer/0456.png,0
34016,6,train/frog/4077.png,4
46892,9,train/automobile/2017.png,1
14303,2,train/truck/2974.png,4
22883,4,train/ship/3922.png,2
46842,9,train/automobile/0408.png,1
29599,5,train/horse/1121.png,4
25919,5,train/horse/4141.png,0
24711,4,train/ship/3309.png,4
32350,6,train/frog/0123.png,2
6296,1,train/cat/1927.png,1
12080,2,train/truck/3596.png,2
13610,2,train/truck/3420.png,3
15329,3,train/deer/3806.png,0
28642,5,train/horse/1972.png,3
33381,6,train/frog/3508.png,3
29725,5,train/horse/3146.png,4
21677,4,train/ship/1893.png,1
26415,5,train/horse/2072.png,1
743,0,train/airplane/1405.png,0
301,0,train/airplane/4875.png,0
18577,3,train/deer/3867.png,3
18403,3,train/deer/3183.png,3
20243,4,train/ship/4528.png,0
20610,4,train/ship/2559.png,0
7637,1,train/cat/2545.png,2
42094,8,train/dog/0253.png,2
47341,9,train/automobile/3117.png,2
7578,1,train/cat/2961.png,2
14863,2,train/truck/0085.png,4
45361,9,train/automobile/1378.png,0
31218,6,train/frog/0797.png,1
21676,4,train/ship/0540.png,1
43270,8,train/dog/4014.png,3
31198,6,train/frog/0144.png,1
15592,3,train/deer/2269.png,0
19365,3,train/deer/1226.png,4
10946,2,train/truck/4845.png,0
22179,4,train/ship/0271.png,2
20164,4,train/ship/3075.png,0
28052,5,train/horse/1670.png,3
29716,5,train/horse/3812.png,4
36462,7,train/bird/2865.png,1
21704,4,train/ship/3777.png,1
40160,8,train/dog/2619.png,0
45823,9,train/automobile/4786.png,0
11246,2,train/truck/0128.png,1
38098,7,train/bird/0694.png,3
3520,0,train/airplane/3026.png,3
869,0,train/airplane/2585.png,0
15465,3,train/deer/2694.png,0
12877,2,train/truck/1844.png,2
9948,1,train/cat/2491.png,4
3168,0,train/airplane/3042.png,3
19382,3,train/deer/2871.png,4
4423,0,train/airplane/1897.png,4
25797,5,train/horse/2265.png,0
16249,3,train/deer/1045.png,1
13105,2,train/truck/2087.png,3
31776,6,train/frog/4994.png,1
9801,1,train/cat/1720.png,4
35671,7,train/bird/1633.png,0
34379,6,train/frog/4165.png,4
29603,5,train/horse/2404.png,4
978,0,train/airplane/2408.png,0
11615,2,train/truck/0171.png,1
11021,2,train/truck/1635.png,1
48474,9,train/automobile/3270.png,3
42031,8,train/dog/1224.png,2
19125,3,train/deer/4104.png,4
21023,4,train/ship/1643.png,1
18301,3,train/deer/4697.png,3
49449,9,train/automobile/1995.png,4
17052,3,train/deer/1828.png,2
11919,2,train/truck/2816.png,1
29810,5,train/horse/4309.png,4
38602,7,train/bird/3323.png,3
37595,7,train/bird/3234.png,2
16864,3,train/deer/3808.png,1
49202,9,train/automobile/4956.png,4
16470,3,train/deer/3435.png,1
47861,9,train/automobile/4009.png,2
23411,4,train/ship/0967.png,3
35768,7,train/bird/2541.png,0
47648,9,train/automobile/0869.png,2
31390,6,train/frog/1974.png,1
14703,2,train/truck/2625.png,4
27570,5,train/horse/1330.png,2
22273,4,train/ship/4291.png,2
43972,8,train/dog/2197.png,3
17276,3,train/deer/2327.png,2
29538,5,train/horse/2131.png,4
33788,6,train/frog/4052.png,3
45294,9,train/automobile/3870.png,0
43550,8,train/dog/0236.png,3
11761,2,train/truck/3548.png,1
18841,3,train/deer/1354.png,3
39518,7,train/bird/0752.png,4
8616,1,train/cat/1001.png,3
23684,4,train/ship/2009.png,3
35545,7,train/bird/2904.png,0
35992,7,train/bird/2935.png,0
49752,9,train/automobile/0533.png,4
6493,1,train/cat/1739.png,1
16261,3,train/deer/0468.png,1
3179,0,train/airplane/4475.png,3
10011,2,train/truck/2243.png,0
12845,2,train/truck/0156.png,2
21358,4,train/ship/2484.png,1
48629,9,train/automobile/2956.png,3
13465,2,train/truck/4797.png,3
46934,9,train/automobile/1984.png,1
13565,2,train/truck/3542.png,3
13140,2,train/truck/4642.png,3
5010,1,train/cat/1308.png,0
34719,6,train/frog/2318.png,4
35605,7,train/bird/3024.png,0
1870,0,train/airplane/4207.png,1
32522,6,train/frog/0897.png,2
8560,1,train/cat/2351.png,3
30706,6,train/frog/4586.png,0
14569,2,train/truck/3734.png,4
41958,8,train/dog/2958.png,1
38737,7,train/bird/0562.png,3
8580,1,train/cat/4061.png,3
24758,4,train/ship/3948.png,4
5921,1,train/cat/0061.png,0
11797,2,train/truck/1111.png,1
45208,9,train/automobile/4214.png,0
4307,0,train/airplane/4771.png,4
44703,8,train/dog/2625.png,4
21940,4,train/ship/3339.png,1
32345,6,train/frog/1101.png,2
40954,8,train/dog/1892.png,0
27931,5,train/horse/1084.png,2
2794,0,train/airplane/2482.png,2
30890,6,train/frog/0456.png,0
25953,5,train/horse/2891.png,0
36412,7,train/bird/4126.png,1
3143,0,train/airplane/1714.png,3
21417,4,train/ship/3421.png,1
5101,1,train/cat/3935.png,0
1373,0,train/airplane/4296.png,1
41672,8,train/dog/0684.png,1
48884,9,train/automobile/1186.png,3
38651,7,train/bird/4848.png,3
45267,9,train/automobile/1791.png,0
22959,4,train/ship/1803.png,2
19960,3,train/deer/0012.png,4
44471,8,train/dog/2783.png,4
45775,9,train/automobile/4842.png,0
26292,5,train/horse/3961.png,1
49242,9,train/automobile/2678.png,4
20325,4,train/ship/3730.png,0
19477,3,train/deer/3874.png,4
34401,6,train/frog/3602.png,4
27469,5,train/horse/1343.png,2
30133,6,train/frog/0800.png,0
14918,2,train/truck/3970.png,4
37571,7,train/bird/4951.png,2
35077,7,train/bird/2507.png,0
46483,9,train/automobile/3251.png,1
2173,0,train/airplane/2381.png,2
23755,4,train/ship/2505.png,3
14923,2,train/truck/4173.png,4
20168,4,train/ship/2488.png,0
49534,9,train/automobile/2061.png,4
1155,0,train/airplane/2829.png,1
23106,4,train/ship/1153.png,3
28202,5,train/horse/4923.png,3
25008,5,train/horse/1219.png,0
17302,3,train/deer/2528.png,2
45431,9,train/automobile/2913.png,0
20017,4,train/ship/2551.png,0
37939,7,train/bird/0607.png,2
8833,1,train/cat/0281.png,3
45645,9,train/automobile/0240.png,0
12771,2,train/truck/4530.png,2
24433,4,train/ship/2480.png,4
949,0,train/airplane/3049.png,0
25284,5,train/horse/3372.png,0
35694,7,train/bird/0357.png,0
22096,4,train/ship/3506.png,2
18146,3,train/deer/2496.png,3
31787,6,train/frog/4695.png,1
26782,5,train/horse/4410.png,1
29106,5,train/horse/0877.png,4
43996,8,train/dog/1811.png,3
17682,3,train/deer/0755.png,2
36937,7,train/bird/3055.png,1
20613,4,train/ship/4958.png,0
524,0,train/airplane/4784.png,0
6139,1,train/cat/4972.png,1
17863,3,train/deer/3390.png,2
36021,7,train/bird/1635.png,1
27812,5,train/horse/4554.png,2
25401,5,train/horse/0154.png,0
17499,3,train/deer/4373.png,2
8376,1,train/cat/2842.png,3
24193,4,train/ship/1177.png,4
26208,5,train/horse/2341.png,1
34060,6,train/frog/3275.png,4
24400,4,train/ship/3176.png,4
3890,0,train/airplane/4518.png,3
23453,4,train/ship/1252.png,3
43493,8,train/dog/2685.png,3
37177,7,train/bird/0280.png,2
34759,6,train/frog/2169.png,4
40229,8,train/dog/3129.png,0
3409,0,train/airplane/1627.png,3
15685,3,train/deer/4566.png,0
22572,4,train/ship/3844.png,2
13215,2,train/truck/1342.png,3
14780,2,train/truck/4542.png,4
26936,5,train/horse/0720.png,1
3338,0,train/airplane/2060.png,3
32289,6,train/frog/4759.png,2
35283,7,train/bird/1838.png,0
36204,7,train/bird/1151.png,1
33579,6,train/frog/3039.png,3
17641,3,train/deer/4211.png,2
24107,4,train/ship/2724.png,4
11097,2,train/truck/2353.png,1
21510,4,train/ship/4287.png,1
46053,9,train/automobile/4078.png,1
28616,5,train/horse/1001.png,3
18563,3,train/deer/3334.png,3
30988,6,train/frog/3633.png,0
27649,5,train/horse/3169.png,2
29981,5,train/horse/4590.png,4
45222,9,train/automobile/0717.png,0
17300,3,train/deer/3906.png,2
19692,3,train/deer/0640.png,4
10167,2,train/truck/3583.png,0
20002,4,train/ship/2421.png,0
22372,4,train/ship/2189.png,2
11381,2,train/truck/0707.png,1
32843,6,train/frog/1267.png,2
42531,8,train/dog/4371.png,2
17986,3,train/deer/4332.png,2
19164,3,train/deer/2361.png,4
39016,7,train/bird/4077.png,4
7363,1,train/cat/1205.png,2
18199,3,train/deer/1474.png,3
22781,4,train/ship/0881.png,2
16984,3,train/deer/1831.png,1
23579,4,train/ship/3039.png,3
21547,4,train/ship/0736.png,1
38392,7,train/bird/3712.png,3
699,0,train/airplane/3569.png,0
15386,3,train/deer/4327.png,0
40283,8,train/dog/1838.png,0
38161,7,train/bird/0251.png,3
20190,4,train/ship/4940.png,0
14538,2,train/truck/2131.png,4
11627,2,train/truck/4766.png,1
5038,1,train/cat/1707.png,0
8941,1,train/cat/0727.png,3
26832,5,train/horse/3364.png,1
39286,7,train/bird/0867.png,4
18456,3,train/deer/4805.png,3
41966,8,train/dog/1139.png,1
6770,1,train/cat/1459.png,1
39347,7,train/bird/0823.png,4
41084,8,train/dog/4158.png,1
